daily_statistic,percentile,baseline_A,baseline_B,filename,LC_code,LC_name,Elevation,count,mean,median,std
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,4,DBF,1000_1500,361,0.28695902203588936,0.2915496826171875,0.08696836602925491
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,4,DBF,1500_2000,7,0.30653776441301617,0.29296875,0.1015865991504326
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,5,MF,0_500,1403,0.3695040408492683,0.36833763122558594,0.05513618922901625
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,5,MF,500_1000,1186,0.3228107351074733,0.3269615173339844,0.06551531945697432
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,5,MF,1000_1500,599,0.32443098631844497,0.33350563049316406,0.08217308517668963
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,5,MF,1500_2000,49,0.32391408025001994,0.3378133773803711,0.07702290127772447
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,6,Closed Shrub,500_1000,1,0.4373817443847656,0.4373817443847656,0.0
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,7,Open Shrub,0_500,614,0.2275242789948802,0.21130943298339844,0.09220897169774939
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,7,Open Shrub,500_1000,1188,0.22333362367418078,0.22567462921142578,0.1360501454405241
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,7,Open Shrub,1000_1500,968,0.15555148676407238,0.12679004669189453,0.09761021324421851
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,7,Open Shrub,1500_2000,293,0.2226871386322959,0.21858596801757812,0.05024897372348747
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,7,Open Shrub,2000_2500,56,0.2233513423374721,0.22984981536865234,0.04209840073962002
