daily_stat,percentile,baseline,top_frac,LC_code,LC_name,count_hot,fraction_hotspot,fraction_global,enrichment_ratio,difference,reliable
daily_maximum,p99,1991_2020,0.1,8,Woody Savanna,129,0.01913378819341442,0.02796060730406237,0.6843123250271638,-0.008826819110647952,True
daily_maximum,p99,1991_2020,0.1,9,Savanna,705,0.10456837733610205,0.053992613869511694,1.9367163365867206,0.05057576346659036,True
daily_maximum,p99,1991_2020,0.1,10,Grass,1162,0.1723524176802136,0.06569552728764874,2.623503072371521,0.10665689039256485,True
daily_maximum,p99,1991_2020,0.1,11,Wetland,7,0.0010382675763868287,0.00019696347968814116,5.271371007613962,0.0008413040966986875,False
daily_maximum,p99,1991_2020,0.1,12,Cropland,3442,0.5105309997033521,0.1954616331555191,2.6119243529350236,0.315069366547833,True
daily_maximum,p99,1991_2020,0.1,13,Urban,195,0.028923168199347375,0.007558473533032417,3.8265885397290744,0.021364694666314958,False
daily_maximum,p99,1991_2020,0.1,14,Crop/Nat Mosaic,55,0.008157816671610798,0.008961838325810422,0.9102838474686592,-0.0008040216541996235,False
daily_maximum,p99,1991_2020,0.1,15,Snow/Ice,1,0.0001483239394838327,3.282724661469019e-05,4.518318006526254,0.0001154966928691425,False
daily_maximum,p99,1991_2020,0.1,16,Barren,23,0.003411450608128152,0.09854739433729996,0.03461735981016117,-0.0951359437291718,False
daily_maximum,p99,1991_2020,0.1,17,Water,85,0.012607534856125778,0.45545342634386543,0.02768128227145478,-0.4428458914877397,True
